kanji,heisig_number,keyword,unicode_code_point
旧,35,olden times,065e7
自,36,oneself,081ea
白,37,white,0767d
百,38,hundred,0767e
中,39,in,04e2d
千,40,thousand,05343
舌,41,tongue,0820c
升,42,measuring box,05347
昇,43,rise up,06607
丸,44,round,04e38
寸,45,measurement,05bf8
肘,46,elbow,08098
専,47,specialty,05c02
博,48,Dr.,0535a
占,49,fortune-telling,05360
上,50,above,04e0a
下,51,below,04e0b
卓,52,eminent,05353
朝,53,morning,0671d
嘲,54,derision,05632
