kanji,heisig_number,keyword,unicode_code_point
染,548,dye,067d3
燃,549,burn,071c3
賓,550,V.I.P.,08cd3
歳,551,year-end,06b73
県,552,prefecture,0770c
栃,553,horse chestnut,06803
