kanji,heisig_number,keyword,unicode_code_point
式,377,style,05f0f
試,378,test,08a66
弐,379,II (two),05f10
域,380,range,057df
賊,381,burglar,08cca
栽,382,plantation,0683d
載,383,load,08f09
茂,384,overgrown,08302
戚,385,relatives,0621a
成,386,turn into,06210
城,387,castle,057ce
誠,388,sincerity,08aa0
威,389,intimidate,05a01
滅,390,destroy,06ec5
減,391,dwindle,06e1b
蔑,392,revile,08511
桟,393,scaffold,0685f
銭,394,coin,092ad
浅,395,shallow,06d45
