kanji,heisig_number,keyword,unicode_code_point
甘,1894,sweet,07518
紺,1895,navy blue,07d3a
某,1896,so-and-so,067d0
謀,1897,conspire,08b00
媒,1898,mediator,05a92
欺,1899,deceit,06b3a
棋,1900,chess piece,068cb
旗,1901,national flag,065d7
期,1902,period,0671f
碁,1903,Go,07881
基,1904,fundamentals,057fa
甚,1905,tremendously,0751a
勘,1906,intuition,052d8
堪,1907,withstand,0582a
貴,1908,precious,08cb4
遺,1909,bequeath,0907a
遣,1910,dispatch,09063
潰,1911,defile,06f70
舞,1912,dance,0821e
無,1913,nothingness,07121
