kanji,heisig_number,keyword,unicode_code_point
只,55,only,053ea
貝,56,shellfish,08c9d
唄,57,pop song,05504
貞,58,upright,08c9e
員,59,employee,054e1
貼,60,post a bill,08cbc
見,61,see,0898b
児,62,newborn babe,05150
元,63,beginning,05143
頁,64,page,09801
頑,65,stubborn,09811
凡,66,mediocre,051e1
負,67,defeat,08ca0
万,68,ten thousand,04e07
句,69,phrase,053e5
肌,70,texture,0808c
旬,71,decameron,065ec
勺,72,ladle,052fa
的,73,bull's eye,07684
首,74,neck,09996
