kanji,heisig_number,keyword,unicode_code_point
古,16,old,053e4
吾,17,I,0543e
冒,18,risk,05192
朋,19,companion,0670b
明,20,bright,0660e
唱,21,chant,05531
晶,22,sparkle,06676
品,23,goods,054c1
呂,24,spine,05442
昌,25,prosperous,0660c
早,26,early,065e9
旭,27,rising sun,065ed
世,28,generation,04e16
胃,29,stomach,080c3
旦,30,nightbreak,065e6
胆,31,gall bladder,080c6
亘,32,span,04e98
凹,33,concave,051f9
凸,34,convex,051f8
