kanji,heisig_number,keyword,unicode_code_point
一,1,one,04e00
二,2,two,04e8c
三,3,three,04e09
四,4,four,056db
五,5,five,04e94
六,6,six,0516d
七,7,seven,04e03
八,8,eight,0516b
九,9,nine,04e5d
十,10,ten,05341
口,11,mouth,053e3
日,12,day,065e5
月,13,month,06708
田,14,rice field,07530
目,15,eye,076ee
